address,symbol,decimals
0xB2a6aB0bCa57871a93F0B9FB709238034b178509,PT-USD0++-31OCT2024-PRT,18
0xB333f60EbAdB65f62e464f3F343B960b623cbee4,BURN,18
0x0BEE91533Be2EDE0936Ea53457Ce7bd9b0B398c6,SBI,9
0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490,3Crv,18
0xb3999F658C0391d94A37f7FF328F3feC942BcADC,HFT,18
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,LDO,18
0x40a9A694197A0b4B92f2aAd48Da6bC1b6Ff194e9,@LFG,18
0x8191DC3053Fe4564c17694cB203663d3C07B8960,USDe,18
0x292fcDD1B104DE5A00250fEBbA9bC6A5092A0076,HashAI,18
0xF1268733C6FB05EF6bE9cF23d24436Dcd6E0B35E,DAW,18
0xF5581dFeFD8Fb0e4aeC526bE659CFaB1f8c781dA,HOPR,18
0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,BEAM,18
0x6226e00bCAc68b0Fe55583B90A1d727C14fAB77f,MTV,18
0x1Bbe973BeF3a977Fc51CbED703E8ffDEfE001Fed,PORTAL,18
0xd7512b3E3c7b1432D0ADB4310b5488C3f9397e16,FIGHT,9
0x1495bc9e44Af1F8BCB62278D2bEC4540cF0C05ea,DEAI,18
0x9Ce84F6A69986a83d92C324df10bC8E64771030f,CHEX,18
0x0255D663191e4D9bcD77ddeeab63F3Dd4dc5DD96,ELONTRUMP,9
0x21E5c85a5B1f38bdDDE68307Af77e38f747Cd530,DOGS,9
0xc092A137df3cF2B9e5971ba1874D26487C12626d,RING,18
0x52A8845DF664D76C69d2EEa607CD793565aF42B8,APEX,18
0x7d5121505149065b562C789A0145eD750e6E8cdD,VR,18
0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,rswETH,18
0x3fFEea07a27Fab7ad1df5297fa75e77a43CB5790,PEIPEI,18
0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,rsETH,18
0x66761Fa41377003622aEE3c7675Fc7b5c1C2FaC5,CPOOL,18
0x27702a26126e0B3702af63Ee09aC4d1A084EF628,ALEPH,18
0x12787526c03d626AAc88E6EDc4d0Fb930d86C631,SPK,18
0x3593D125a4f7849a1B059E64F4517A86Dd60c95d,OM,18
0x903bEF1736CDdf2A537176cf3C64579C3867A881,ICHI,9
0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6,ICHI,18
0xbe0Ed4138121EcFC5c0E56B40517da27E6c5226B,ATH,18
0x0A791089ACf48912a9Cfde00E3A6aFe9eDBC3221,RFY,18
0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194,BIGTIME,18
0xf94e7d0710709388bCe3161C32B4eEA56d3f91CC,DSync,18
0x9ff58067Bd8D239000010c154C6983A325Df138E,PROPC,18
0xcf0C122c6b73ff809C693DB761e7BaeBe62b6a2E,FLOKI,9
0x00a0BE1BBC0C99898dF7e6524Bf16e893c1e3bB9,VPS,18
0x2401c39d7ba9E283668a53fcC7B8F5FD9e716fdf,ocsETH,18
0x7d5706f6ef3F89B3951E23e557CDFBC3239D4E2c,WithdrawRequestNFT,18
0x943Af2ece93118B973c95c2F698EE9D15002e604,DUEL,18
0x6df1C1E379bC5a00a7b4C6e67A203333772f45A8,variableDebtEthUSDT,6
0x14778860E937f509e651192a90589dE711Fb88a9,CYBER,18
0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,18
0x2DABcea55a12d73191AeCe59F508b191Fb68AdaC,KweETH,18
0xf8428A5a99cb452Ea50B6Ea70b052DaA3dF4934F,ZERC,18
0xdE342A3E269056fc3305f9e315F4C40D917BA521,BYTE,9
0xf705d2B7e92B3F38e6ae7afaDAA2fEE110fE5914,variableDebtDAI,18
0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c,ISEKAI,18
0x89B69F2d1adffA9A253d40840B6Baa7fC903D697,Dione,9
0x41e5560054824eA6B0732E656E3Ad64E20e94E45,CVC,8
0x57a204AA1042f6E66DD7730813f4024114d74f37,KONGZ,18
0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,wNXM,18
0xd7c49CEE7E9188cCa6AD8FF264C1DA2e69D4Cf3B,NXM,18
0x82a605D6D9114F4Ad6D5Ee461027477EeED31E34,SNSY,18
0x42a43bc18a20831a6AbfC551C9476eBA124C03c2,$HAMSTR,18
0x838d9ed33807B14Ce7Ae494b182E06d98319ce5f,CROAK,18
0x14feE680690900BA0ccCfC76AD70Fd1b95D10e16,$PAAL,9
0x6123B0049F904d730dB3C36a31167D9d4121fA6B,RBN,18
0x7A8b507dB820C31Ace4bB403778A6740738cEd26,BEAST,9
0x590246Bfbf89b113D8ac36FaEeA12B7589f7FE5b,FLAPPY,9
0x6931741d93EBB7F7ba995B1c1E84CB777dFE01Cb,BLUE PILL,18
0x84631c0d0081FDe56DeB72F6DE77abBbF6A9f93a,Re7LRT,18
0xE833C7A12A10A44Cb8b19BdF0931053AC136F105,SY-Re7LRT,18
0xFdfc9E828aE3708814996147D23aCeaeF4e4CdF2,YT-Re7LRT-26SEP2024,18
0x5C8151643F7aAC530e2c5D13F91cA2A2D645A9a7,PT-Re7LRT-26SEP2024,18
0x38C2a4a7330b22788374B8Ff70BBa513C8D848cA,TRUF,18
0xdB4fAcA2582C47D4C8b7aa65645250eDF1A951fD,veTRUF,18
0xD4F4D0a10BcaE123bB6655E8Fe93a30d01eEbD04,LNQ,18
0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,MANA,18
0xA9E8aCf069C58aEc8825542845Fd754e41a9489A,pepecoin,18
0x5aFE3855358E112B5647B952709E6165e1c1eEEe,SAFE,18
0x6Fc16De36E040e0C7d1A70d039eF701516516b32,SCOPEX,9
0x18084fbA666a33d37592fA2633fD49a74DD93a88,tBTC,18
0xf920e4F3FBEF5B3aD0A25017514B769bDc4Ac135,BAX,18
0x8d6Fd650500f82c7D978a440348e5a9b886943bF,vEQ,18
0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,UNK,18
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,MAVIA,18
0x8eD97a637A790Be1feff5e888d43629dc05408F6,NPC,18
0xA28CbB24313dF3907b8D87685bAb2c1d0bd46B60,ATX,18
0x08A1C30BBB26425c1031ee9E43FA0B9960742539,LNDX,6
0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,18
0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,LUSD,18
0x32a7C02e79c4ea1008dD6564b35F131428673c41,CRU,18
