address,symbol,decimals
0xF2B16259Fa44077D2fcf83Ad88a739cd046fB958,FIPE,9
0x6B0b3a982b4634aC68dD83a4DBF02311cE324181,ALI,18
0x43D7E65B8fF49698D9550a7F315c87E67344FB59,SHIA,18
0x0B964B7Aea7F5ED10666A1F93c5690077a0a57e5,FUKU,9
0x487d62468282Bd04ddf976631C23128A425555EE,UPC,5
0xfCC24ec0cce31306a9541bFbFe45fF8A0f34f36E,TUBES,18
0x2E6a60492fB5b58F5b5D08c7cAFc75e740E6Dc8e,TSUJI,9
0xE9B8c15cB7C669c3f2679739c7835c6B911dbDDb,BabyNeiro,9
0xAAA9214F675316182Eaa21C85f0Ca99160CC3AAA,QANX,18
0xaCF63E56fd08970b43401492a02F6F38B6635C91,YKPS,18
0xD2DD9AE2EfDCF2Ac638A5865b0B76790Ed62a97e,XCOM,9
0xd10c315293872851184F484E9431dAf4dE6AA992,rWETH,18
0x1d25Bd8AbfEb1D6517Cc21BeCA20b5cd2df8247c,rweETH,18
0x9E85DF2B42b2aE5e666D7263ED81a744a534BF1f,rUSDC,6
0x3c19d9F2Df0E25C077A637692DA2337D51daf8B7,rUSDT,6
0x473693EcDAd05f5002ff5F63880CFA5901FB50E8,rsDAI,18
0x83B3896EC36cB20cFB430fCFE8Da23D450Dd09B5,rwstETH,18
0x03AB03DA2c5012855c743bc318c19EF3dE5Bc906,rrETH,18
0xE57538e4075446e42907Ea48ABFa83B864F518e4,rWBTC,8
0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097,RIO,18
0x2161c88DC5A5B82e4988661bE66AD95edef3C3f2,UNK,18
0x4550003152F12014558e5CE025707E4DD841100F,KZEN,18
0x4aBD5745F326932B1b673bfa592a20d7BB6bc455,Froglic,18
0x584a4Dd38d28fD1EA0E147bA7B70AEd29A37e335,BTCINU,18
0xBBe23E96c48030dc5D4906E73C4876c254100D33,RB,18
0xD29DA236dd4AAc627346e1bBa06A619E8c22d7C5,MAGA,9
0x85Eee30c52B0b379b046Fb0F85F4f3Dc3009aFEC,KEEP,18
0x881d4C8618D68872fA404518B2460eA839A02a6a,$yawn,18
0xf1B33aC32dbC6617f7267a349be6ebb004FeCcff,DRMLOOPS,18
0x27c1A626CeD568a16bD38CA5513a42F3Cf769575,DUMP,18
0x69af81e73A73B40adF4f3d4223Cd9b1ECE623074,MASK,18
0x3BE7BBe6D61EdA1524a904e5ddE46A22AFEB35e8,COCONUT,9
0xA882606494D86804B5514E07e6Bd2D6a6eE6d68A,WPLS,18
0x2e1E15C44Ffe4Df6a0cb7371CD00d5028e571d14,MTLX,18
0xC059A531B4234D05E9ef4ac51028F7E6156E2CCe,,18
0x998844a089B9A7E0Adc7EE16C598C4d3d4e9bBb7,Scroll,18
0x420FBb6006FB251318414FfA530590c3D7618E33,ICELAND,9
0x83e6f1E41cdd28eAcEB20Cb649155049Fac3D5Aa,POLS,18
0xe3c408BD53c31C085a1746AF401A4042954ff740,GMT,8
0xCb08717451aaE9EF950a2524E33B6DCaBA60147B,crvTETH,18
0xC4C2614E694cF534D407Ee49F8E44D125E4681c4,CHAIN,18
0x0f2D719407FdBeFF09D87557AbB7232601FD9F29,SYN,18
0xC6bDb96E29c38DC43f014Eed44dE4106A6A8eB5f,INUINU,18
0x46A15B0b27311cedF172AB29E4f4766fbE7F4364,PCS-V3-POS,18
0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,SUSHI,18
0xd795eb12034C2b77d787a22292c26fab5f5C70Aa,PIXFI,18
0x1729F8Cc02237bD360c94c15a8ee41ab724f19fB,stPIXFI,18
0x3bd7d4F524D09F4e331577247A048D56e4b67a7F,5IRE,18
0x4cfF49d0A19ed6Ff845a9122fa912AbcFB1F68A6,WTK,18
0x6aBAf438f098F75C5892E1FABF08B1896C805967,BLOOD,9
0xD9Ec3ff1f8be459Bb9369b4E79e9Ebcf7141C093,KAI,18
0xa41d2f8Ee4F47D3B860A149765A7dF8c3287b7F0,SYNC,9
0xe0A458BF4AcF353cB45e211281A334BB1d837885,4CHAN,9
0x320623b8E4fF03373931769A31Fc52A4E78B5d70,RSR,18
0x09101f948aAFd081A31d88a04c8e34812079A8F0,RRYDER,18
0x39fBBABf11738317a448031930706cd3e612e1B9,WXRP,18
0x7Da00CC040B2E32521ecE4063A0A72295D152128,PKING,18
0x6BeA7CFEF803D1e3d5f7C0103f7ded065644e197,GAMMA,18
0x17c50D62E6E8D20d2DC18e9AD79c43263D0720d9,NFAi,18
0xc652ec6617dFD5401ad210abdF8a231c9513CBFc,UNI-V2,18
0x44971ABF0251958492FeE97dA3e5C5adA88B9185,basedAI,18
0xeC5483804e637D45cDe22Fa0869656B64b5AB1ab,ACE,18
0x73fBD93bFDa83B111DdC092aa3a4ca77fD30d380,SOPH,18
0x393f1D49425d94f47b26E591a9D111df5cD61065,GUA,18
0xbeef698bd78139829e540622D5863E723E8715f1,BEEF,9
0x198139F26d42F2028C10427a161e2d0e8bb00346,SY-amphrETH,18
0x675BBC7514013E2073DB7a919F6e4cbeF576de37,CLS,18
0x0a7Df7BC7a01A4b6C9889d5994196C1600D4244a,LOT-ETH,18
0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,eUSD,18
0xa3c01F68Ec8ce0788247A65990AC3daeBA3B5920,:ZKR:,9
0x0D8775F648430679A709E98d2b0Cb6250d2887EF,BAT,18
0x0E895d72ffCA4239F45Fe5537C1a9E41678f4A16,SHARKY,18
0xF7F77c7f8E738C09D8c267f60d78Df1FfC67211C,UNI-V2,18
0x8143182a775C54578c8B7b3Ef77982498866945D,wQUIL,8
0xd2877702675e6cEb975b4A1dFf9fb7BAF4C91ea9,LUNA,18
0xD8E8438CF7bEEd13cFABC82F300Fb6573962c9e3,HONK,9
0x340D2bdE5Eb28c1eed91B2f790723E3B160613B7,VEE,18
0x86358F7B33b599c484e0335B8Ee4f7f7f92d8b60,vEQ,18
0xc78B628b060258300218740B1A7a5b3c82b3bd9f,wCOMAI,18
0x3E5A19c91266aD8cE2477B91585d1856B84062dF,A8,18
0xB91d822DfEF943165f368D92c16bAc9bD5Ec6842,ZKX,18
0xBcca60bB61934080951369a648Fb03DF4F96263C,aUSDC,6
0x619beb58998eD2278e08620f97007e1116D5D25b,variableDebtUSDC,6
0x9ff58f4fFB29fA2266Ab25e75e2A8b3503311656,aWBTC,8
0xca7c2771D248dCBe09EABE0CE57A62e18dA178c0,UNI-V2,18
0x037A54AaB062628C9Bbae1FDB1583c195585fe41,LCX,18
0xd5F7838F5C461fefF7FE49ea5ebaF7728bB0ADfa,mETH,18
0xE90d8Fb7B79C8930B5C8891e61c298b412a6e81a,LASOG,18
0xB8c77482e45F1F44dE1745F52C74426C631bDD52,BNB,18
0x6E79B51959CF968d87826592f46f819F92466615,HOPPY,9
0x00F116ac0c304C570daAA68FA6c30a86A04B5C5F,INF,18
0xfcd7cceE4071aA4ecFAC1683b7CC0aFeCAF42A36,BLAZE,18
0xa670d7237398238DE01267472C6f13e5B8010FD1,somm,6
0x85847Ef522d78EfDBeC8Afb0045dC7D6982837c3,PALETHV2,18
0x8682FA9C4b6495Ddf38643807Ca088eBE0d22b8B,PALETHV2-gauge,18
0x0EE5257F670CD6870B390F6e9b21C14DB201BCd7,cvxPALETHV2,18
0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,UOS,4
0x263B6B028F3e4eD8C4329eB2b5f409Ee38D97296,WMT,6
0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,Metis,18
0x1859EF5c77F2A27B8440d2d0083fE89d0F04a7FA,OIL,9
0x7D29A64504629172a429e64183D6673b9dAcbFCe,VXV,18
0x505B5eDa5E25a67E1c24A2BF1a527Ed9eb88Bf04,CWEB,18
0x1cc7047E15825F639E0752Eb1b89E4225F5327F2,PLX,18
0x0bc37BEA9068a86C221B8bd71eA6228260DAD5A2,SPARKLET,18
0x469823c7B84264D1BAfBcD6010e9cdf1cac305a3,CBS,18
0xc555D625828c4527d477e595fF1Dd5801B4a600e,MON,18
0xD417144312DbF50465b1C641d016962017Ef6240,CQT,18
0x8c9532a60E0E7C6BbD2B2c1303F63aCE1c3E9811,pzETH,18
0x00813E3421E1367353BfE7615c7f7f133C89df74,SPS,18
0xF9F3c901ccD97e0A9456849333094e7Bf8543F58,NEINEI,9
0xc56C7A0eAA804f854B536A5F3D5f49D2EC4B12b8,GME,9
0x426a688eE72811773eB64F5717A32981B56F10c1,AMC,18
0x69420b83B6189f954268F1167cA7C7f3B21711D2,RATDOG,9
0x53b38ebd32bDe4293423234939F6555Cb7975f1e,fomeow,9
0x2541A36BE4cD39286ED61a3E6AFC2307602489d6,DOGE20,18
0x2598c30330D5771AE9F983979209486aE26dE875,AI,18
0x40aAbEf1aa8f0eEc637E0E7d92fbfFB2F26A8b7B,variableDebtEthWBTC,8
0x6369c3DadfC00054A42BA8B2c09c48131dd4Aa38,MPH,18
0x1f426C51F0Ef7655A6f4c3Eb58017d2F1c381bfF,UNK,18
0x2F47cA81a38CB76F94256706750a4eA879E7CF9F,RPT,18
0x40FD72257597aA14C7231A7B1aaa29Fce868F677,XOR,18
0x58f9102bF53Cf186682Bd9a281d3Cd3c616eEc41,TRL,18
0x683A4ac99E65200921f556A19dADf4b0214B5938,MAPE,9
0xDaAA56C7a88F6726e330138e5d3ef9d8786bBAB3,TOTEM,18
0x9309bcD974Cd13457eab1383539b46C93e90B66A,SY-pzETH,18
0xa2B4c479C98163BbDBd3987a9f3474bB7bc72F84,YT-pzETH-26SEP2024,18
0xdBD8a24E780E7661c5c9f66310A3D4Ad309cD763,PT-pzETH-26SEP2024,18
0xE0B469cb3EDA0ecE9E425CFeDa4DF986a55eA9f8,WETH,18
0x306ee01a6bA3b4a8e993fA2C1ADC7ea24462000c,NPT,18
0x744030Ad4E6c10fAf5483b62473D88a254d62261,NLK,18
0x6985884C4392D348587B19cb9eAAf157F13271cd,ZRO,18
0xaa95f26e30001251fb905d264Aa7b00eE9dF6C18,Kendu,18
0x0a252663DBCc0b073063D6420a40319e438Cfa59,XENT,18
0xf34960d9d60be18cC1D5Afc1A6F012A723a28811,KCS,6
0x4DEB3C9FAadC7d4E78818d2078732e579c3d6671,UNI-V2,18
0xdAF54c7F6eb34de3bb6359932A929b47d8b552f6,KABOSU,18
0xF1376bceF0f78459C0Ed0ba5ddce976F1ddF51F4,uniETH,18
0x38Ca226e5ac5C96fd9B1f1abCad65613e2108D3E,KuniETH,18
0x8Ab7404063Ec4DBcfd4598215992DC3F8EC853d7,KAON,18
0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,UMA,18
0x68754d29f2e97B837Cb622ccfF325adAC27E9977,KpufETH,18
0x0e7375C46A0552520Ce6C976Dc268AE1B341F45f,MTK,18
0x69EE720C120EC7c9C52A625C04414459B3185f23,PEEZY,18
0x39636B82C7d2E703baa093ef195ee5af81535954,BONE,9
0x9d7107c8E30617CAdc11f9692A19C82ae8bbA938,ROO,18
0xA0b73E1Ff0B80914AB6fe0444E65848C4C34450b,CRO,8
0x163f8C2467924be0ae7B5347228CABF260318753,WLD,18
0xAa2C0092B9725503d3CFe7dC868Baa85FbAEc96A,🐕LuckyDoge,9
0xF411903cbC70a74d22900a5DE66A2dda66507255,VRA,18
0x7A65CB87F596Caf31a4932f074c59c0592bE77D7,ZYPTO,18
0x6c6EE5e31d828De241282B9606C8e98Ea48526E2,HOT,18
0x239a149410AA8d583013246C0Adeb9FCa81e86C0,FWOG,18
0xa84fF2E85BE2cF5A7c88c97Cb07BB34127FDCF07,UNI-V2,18
0xD46bA6D942050d489DBd938a2C909A5d5039A161,AMPL,9
0xBc5311653Dbbd1eCAfF00FDB5985449CbFD77C98,Shiba 3.0,9
0x36E66fbBce51e4cD5bd3C62B637Eb411b18949D4,OMNI,18
0x2dA719DB753dFA10a62E140f436E1d67F2ddB0d6,CERE,10
0x5F6c431AC417f0f430B84A666a563FAbe681Da94,deUSDUSDC,18
0x4575f41308EC1483f3d399aa9a2826d74Da13Deb,OXT,18
0x598f0fb0EB8863fB5b07C2D7C7dc12308F72C05B,sSYNR,18
0xbc6E06778708177a18210181b073DA747C88490a,SYNR,18
0x84cA8bc7997272c7CfB4D0Cd3D55cd942B3c9419,DIA,18
0x354C8cDA7E3B737d360513A0Dc5ABcEE8Ee1cEA3,BABYTRUMP,18
0xB69753c06BB5c366BE51E73bFc0cC2e3DC07E371,POOH,18
0x8Bcda22D51785A5540129feb90D47cb279826478,ITO,9
0x746Db7B1728aF413C4e2b98216C6171B2FC9D00e,INFC,18
0xd539a3A5edb713E6587E559A9D007FfFF92bd9ab,PB,18
0x8DB42Af6B2de9E8AeE47F3423570d8E9c3873796,SY-Karak-WEETH,18
0x57f1887a8BF19b14fC0dF6Fd9B2acc9Af147eA85,UNK,18
0x89d584A1EDB3A70B3B07963F9A3eA5399E38b136,AIT,18
0xe9689028eDE16c2FDFE3D11855D28f8E3fC452a3,BUBBLE,18
0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,LRC,18
0x36C7188D64c44301272Db3293899507eabb8eD43,SWAG,9
0xC36442b4a4522E871399CD717aBDD847Ab11FE88,UNI-V3-POS,18
0x5fE72ed557d8a02FFf49B3B826792c765d5cE162,SHEZMU,18
0x2A79324c19Ef2B89Ea98b23BC669B7E7c9f8A517,WAXP,8
0x967da4048cD07aB37855c090aAF366e4ce1b9F48,OCEAN,18
0x4CA38b163b37d974b6670ea4CeD94906dbD71197,LAUNCH,18
0x069d89974f4edaBde69450f9cF5CF7D8Cbd2568D,BVM,18
0x25B4f5D4C314bCD5d7962734936C957B947cb7CF,TGC,18
0xc61eDB127f58f42F47a8bE8aeBe83cF602A53878,COBE,18
0xC0c293ce456fF0ED870ADd98a0828Dd4d2903DBF,AURA,18
0xF944e35f95E819E752f3cCB5Faf40957d311e8c5,MOCA,18
0xd1d2Eb1B1e90B638588728b4130137D262C87cae,GALA,8
0x4f14E88B5037F0cA24348Fa707E4A7Ee5318d9d5,_PROXY_NATI_,18
0x046EeE2cc3188071C02BfC1745A6b17c656e3f3d,RLB,18
0x1B84765dE8B7566e4cEAF4D0fD3c5aF52D3DdE4F,nUSD,18
0x427A03Fb96D9A94A6727fbcfbBA143444090dd64,PIXL,18
0x324c5Dc1fC42c7a4D43d92df1eBA58a54d13Bf2d,fVLT,18
0x7ABc8A5768E6bE61A6c693a6e4EAcb5B60602C4D,CXT,18
0x48660519AF97beb86a22d9750642561fbc6028a1,BABYFUKU,18
0x8377ee6d3545Bc6ff1425ee3015DC648B149C7B2,PRO,2
0xE92344b4eDF545F3209094B192E46600A19E7C2D,ZKML,18
0x15e6E0D4ebeAC120F9a97e71FaA6a0235b85ED12,SAVM,18
0x932261f9Fc8DA46C4a22e31B45c4De60623848bF,DNA,18
0x6B6EE7393F07B3dD1427b6848d3576F31C313127,BOMB,18
0x98C23E9d8f34FEFb1B7BD6a91B7FF122F4e16F5c,aEthUSDC,6
0xCe6E54DaA1ea95fb3530859d69D4bdb978dd821b,ORBK,18
0x33349B282065b0284d756F0577FB39c158F935e6,MPL,18
0xBb556b0eE2CBd89ed95DdEA881477723A3Aa8F8b,ALCA,18
0x1f557FB2aa33Dce484902695cA1374F413875519,VES,18
0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31,PIXEL,18
0x5DB5235b5C7e247488784986e58019fFFd98FdA4,psETH,18
0xBAac2B4491727D78D2b78815144570b9f2Fe8899,DOG,18
0x4da27a545c0c5B758a6BA100e3a049001de870f5,stkAAVE,18
0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,aEthWETH,18
0x22514fFb0d7232a56F0c24090E7B68f179FAA940,QORPO,18
0x595832F8FC6BF59c85C527fEC3740A1b7a361269,POWR,6
0xb7b277E008E825faea27dd97A276EDa4B3F3db8e,NLIBE,18
0xe6828D65bf5023AE1851D90D8783Cc821ba7eeE1,ABOND,18
0xb836c05E4Bf58e947FCDd884aD469e8ee54CDa92,IMNFT,18
0x046C4A4Ad5a6dde4222Ed693C9d9825c0f184939,ROSS,18
0x8b9b95292f890DF47fFf5aC9Cbe93d5fC242bd51,BEFI,18
0x3eC15c4745e21ab3831D1f51c492e3b5582d6239,PICKLE,18
0x85F7cFe910393fB5593C65230622AA597e4223f1,NITEFEEDER,9
0x4507cEf57C46789eF8d1a19EA45f4216bae2B528,TOKEN,9
0x9E24415d1e549EBc626a13a482Bb117a2B43e9CF,LOVELY,8
0x470c8950C0c3aA4B09654bC73b004615119A44b5,KIZUNA,18
0x0000000000771A79D0Fc7F3B7FE270eB4498F20b,MXENFT,18
0xEbbd18AA8130335feAd576c78fc31dfD7f8B2DAd,wLEGION,18
0xb2a25f7D864636E44Bc1Bf7a316897652Bf07463,LEGION,18
0x4a220E6096B25EADb88358cb44068A3248254675,QNT,18
0x3506424F91fD33084466F402d5D97f05F8e3b4AF,CHZ,18
0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,ENS,18
0xd43fbA1f38d9B306AEEF9d78aD177d51Ef802B46,GONDOLA,9
0x5Ee5bf7ae06D1Be5997A1A72006FE6C607eC6DE8,aEthWBTC,8
0x0D3CbED3f69EE050668ADF3D9Ea57241cBa33A2B,PDA,18
0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,STRK,18
0x8390a1DA07E376ef7aDd4Be859BA74Fb83aA02D5,GROK,9
0x0b0BB6bD81EBAb4a686D2b8b8e4a940BbFe6D1d7,USDV-I,6
0x2416092f143378750bb29b79eD961ab195CcEea5,ezETH,18
0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,ezETH,18
0x0b38210ea11411557c13457D4dA7dC6ea731B88a,API3,18
0x9a23e79a8E6D77F940F2C30eb3d9282Af2E4036c,KrsETH,18
0x7316D973b0269863BbfeD87302e11334E25eA565,KEN,9
0x16980b3B4a3f9D89E33311B5aa8f80303E5ca4F8,KEX,6
0x2Be8e422cb4A5A7f217a8F1b0658952a79132F28,MSI,18
0x9edc6e80E5D8A573327Bd98815ac8c8C867131EA,NPT-LP,18
0xf951E335afb289353dc249e82926178EaC7DEd78,swETH,18
0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624,VANRY,18
0x84018071282d4B2996272659D9C01cB08DD7327F,BLENDR,18
0xEE06A81a695750E71a662B51066F2c74CF4478a0,$DG,18
0x68BbEd6A47194EFf1CF514B50Ea91895597fc91E,ANDY,18
0xd0a6053f087E87a25dC60701ba6E663b1a548E85,LRDS,18
0xCdB37A4fBC2Da5b78aA4E41a432792f9533e85Cc,CDT,18
0x78128D17A89e5fe51BD0e757cfbc5703c34c7Fb6,$EWT,18
0x2F141Ce366a2462f02cEA3D12CF93E4DCa49e4Fd,FREE,18
0xC6221AC4E99066ea5443ACd67D6108F874E2533D,DCI,18
0xb7ac081DAc36CC8CDF2FA81239B1F01781b5Ce59,CATAIYANA,9
0x80008BCD713c38AF90a9930288D446bc3bD2E684,KARATE,18
0x993864E43Caa7F7F12953AD6fEb1d1Ca635B875F,SDAO,18
0xfF20817765cB7f73d4bde2e66e067E58D11095C2,AMP,18
0x9f04c2bD696a6191246144bA762456a24c457520,AITAX,18
0x91fbB2503AC69702061f1AC6885759Fc853e6EaE,KNINE,18
0x1A25024edD555E1cA76526f55dFe20bc55Bc6de7,USDС,6
0x98b925EF41aff85d669B239C111Fd9119ddD541e,UЅDТ,6
0xe903aad7C963513522285532F762b62645A9E2A8,LINK,18
0xF7d2009483aAEbD4dB11e2eb98a92f2B6d6bfF37,ЕRC20,18
0x77cb963350a239016886B1fE3b95366A2b539eA7,ETH,18
0x80f842Fa62F1f9Bbf0c538eA46807a12D589E918,WBTC,8
0xC65a88A7b7752873a3106BD864BBCd717e35d2e5,lov-USDe-a,18
0xa19f5264F7D7Be11c451C093D8f92592820Bea86,BYTES,18
0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a,TET,8
0x2C537E5624e4af88A7ae4060C022609376C8D0EB,TRYB,6
0x6942806D1B2d5886D95cE2f04314ece8eb825833,Groyper,18
0x98dff18729026a33Bfd226352a528f078C65f5cd,UNI-V2,18
0xD5cd84D6f044AbE314Ee7E414d37cae8773ef9D3,1ONE,18
0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B,UFO,18
0xEEda34A377dD0ca676b9511EE1324974fA8d980D,pufETHwstE,18
0x30303101104100C397C069E0642ACaC518420205,PC,9
0x9Fb7b4477576Fe5B32be4C1843aFB1e55F251B33,fUSDC,6
0x4691937a7508860F876c9c0a2a617E7d9E945D4B,WOO,18
0xCE47ED3201284be4c9E3AD3298151578012c77C6,SNAK,18
0xdc9CB148ECb70876db0aBeB92f515a5E1dc9f580,GBTC,18
0x0F6979e74E4aF9aBeD72298D818A2434fE0b95B6,degents,18
0xFbE6F37d3db3fc939F665cfe21238c11a5447831,ETH 2.0,9
0x249cA82617eC3DfB2589c4c17ab7EC9765350a18,VERSE,18
0xDbA7b24257fC6e397cB7368B4BC922E944072f1b,veRISE,18
0x23cD2E6b283754Fd2340a75732f9DdBb5d11807e,nftRISE,0
0x3af33bEF05C2dCb3C7288b77fe1C8d2AeBA4d789,KROM,18
0x07040971246a73ebDa9Cf29ea1306bB47C7C4e76,USPEPE,9
0x1554F51F18F8E3fBe83E4442420E40Efc57ff446,CATS,18
0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,BNT,18
0xB17548c7B510427baAc4e267BEa62e800b247173,SMT,18
0x152649eA73beAb28c5b49B26eb48f7EAD6d4c898,Cake,18
0x947AEb02304391f8fbE5B25D7D98D649b57b1788,MDX,18
0xba386A4Ca26B85FD057ab1Ef86e3DC7BdeB5ce70,JESUS,18
0x4BBDD47c341Ce3f5478779fFa9cEA4f78B9de9ed,AOBA,9
0xeA1A6307D9b18F8d1cbf1c3Dd6aad8416C06a221,LQIDETHFIV1,18
0xf0bb20865277aBd641a307eCe5Ee04E79073416C,liquidETH,18
0x5b52bfB8062Ce664D74bbCd4Cd6DC7Df53Fd7233,ZENIQ,18
0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989,GMT,18
0xF1cA9cb74685755965c7458528A36934Df52A3EF,AVINOC,18
0xd8F1460044925d2D5c723C7054cd9247027415B7,SAIL,18
0x4E15361FD6b4BB609Fa63C81A2be19d873717870,FTM,18
0xBb3A8FD6Ec4bF0FDc6Cd2739b1e41192D12B1873,OBI,18
0x9B9647431632AF44be02ddd22477Ed94d14AacAa,KOK,18
0x613167fbA619ff20f4a3BdDEeAb8d37aB58490aE,KSTA,18
0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,ETH+,18
0xe8a5677171c87fCB65b76957f2852515B404C7b1,ETH+ETH-f,18
0xf293d23BF2CDc05411Ca0edDD588eb1977e8dcd4,SYLO,18
0x09a3EcAFa817268f77BE1283176B946C4ff2E608,MIR,18
0xC08e7E23C235073C6807C2EFE7021304cb7c2815,XUSD,6
0xbCDa9E0658f4eECF56A0bd099e6DBc0C91f6A8c2,sil,8
0x3819f64f282bf135d62168C1e513280dAF905e06,HDRN,9
0x6810e776880C02933D47DB1b9fc05908e5386b96,GNO,18
0xDEf1CA1fb7FBcDC777520aa7f396b4E015F497aB,COW,18
0xBD74429C4991b1E9da8e747861447B570f503330,DRAK,3
0xf1B99e3E573A1a9C5E6B2Ce818b617F0E664E86B,oSQTH,18
0x6b15602f008a05D9694D777dEaD2F05586216cB4,CYG,18
0xeB935Deb517E4C2aBC282E5e251ed4D05DB79e93,FBG,18
0x069e4Aa272d17D9625aa3B6F863C7EF6CfB96713,BULEI,9
0x9FDFb933Ee990955D3219d4F892FD1F786b47C9B,MK,18
0x6968676661Ac9851C38907bDfcC22d5Dd77b564d,BOYSCLUB,18
0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,ETHx,18
0x747E550a7B848acE786C3CFe754Aa78feBC8A022,DODO,18
0x45804880De22913dAFE09f4980848ECE6EcbAf78,PAXG,18
0xe97F6dDE78b11B58cB3e394F15ab592Cb2ACd290,MUNITY,18
0xFB0489e9753B045DdB35e39c6B0Cc02EC6b99AC5,AGG,18
0xFF4c58AE2a73aD5f7903Da3c80cBa77d0347E1EE,GG,18
0x6a8b188FAdBe8B52A2c23EA2d0df74f8956E7730,QSWAP,18
0x4c4A50A61BEd3b9024D8FFc1F1d168DC8Cb1c689,BARC,9
0x7825e833D495F3d1c28872415a4aee339D26AC88,TLOS,18
0xFc979087305A826c2B2a0056cFAbA50aad3E6439,DAFI,18
0xCefc753751c5083C680f8380f7da9848b42509F0,MARO,9
0x1a688857723B954832C405836b262aB5320520DD,ETH,18
0xbd31EA8212119f94A611FA969881CBa3EA06Fa3d,LUNA,6
0x96184d9C811Ea0624fC30C80233B1d749B9E485B,DAPPT,18
0x09fE5f0236F0Ea5D930197DCE254d77B04128075,WCK,18
0x853d955aCEf822Db058eb8505911ED77F175b99e,FRAX,18
0xe8fC52b1bb3a40fd8889C0f8f75879676310dDf0,XZK,18
0xB81389E81Ad88bF053c80E5aB86AA3424B8B2F74,LOL,6
0x3BE7bF1A5F23BD8336787D0289B70602f1940875,VIDT,18
0x6c5bA91642F10282b576d91922Ae6448C9d52f4E,PHA,18
0x940a2dB1B7008B6C776d4faaCa729d6d4A4AA551,DUSK,18
0xD101dCC414F310268c37eEb4cD376CcFA507F571,RSC,18
0xee573a945B01B788B9287CE062A0CFC15bE9fd86,XED,18
0x26c8AFBBFE1EBaca03C2bB082E69D0476Bffe099,CELL,18
0x423f4e6138E475D85CF7Ea071AC92097Ed631eea,PNDC,18
0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c,EURC,6
0xf860332B4359E33ed25bC73D73a61a16eEfB03bA,POW,18
0x55296f69f40Ea6d20E478533C15A6B08B654E758,XYO,18
0x5026F006B85729a8b14553FAE6af249aD16c9aaB,WOJAK,18
0x1aE7e1d0ce06364CED9aD58225a1705b3e5DB92b,LMEOW,9
0x6cbaD21F63566741c80aBB0c1ff1C36B95498677,CTPC,18
0xaE6e307c3Fe9E922E5674DBD7F830Ed49c014c6B,CREDI,18
0xE0C8b298db4cfFE05d1bEA0bb1BA414522B33C1B,NCDT,18
0x9ABFc0f085C82Ec1Be31D30843965FCC63053fFe,Q*,9
0xD7DF7E085214743530afF339aFC420c7c720BFa7,SY-zs-weETH,18
0xE280e935ECce92d3F4B95Af38141393Df6f33242,WOJAK,18
0xc770EEfAd204B5180dF6a14Ee197D99d808ee52d,FOX,18
0x12Ed0641242e4C6c220e3ca8F616E9d5470AC99a,EARN,18
0x5eD63a582533ad98Bf15bc8669607EEA5a61398B,PT-zs-weETH-22AUG2024-PRT,18
0x6c269DFc142259c52773430b3c78503CC994a93E,PENDLE-LPT,18
0xC73d1E542076642edC3E1E7F445BC15CE2bd2173,DJX,9
0x36B14490668b04307C6e1C7Cad99019204fc3061,BROSEPH,18
0x7A56E1C57C7475CCf742a1832B028F0456652F97,SolvBTC,18
0xC96dE26018A54D51c097160568752c4E3BD6C364,FBTC,8
0x57e114B691Db790C35207b2e685D4A43181e6061,ENA,18
0x6D68015171EAa7af9a5a0a103664CF1e506Ff699,TUZKI,9
0x72B00E483a0Ec40634f47043d3190bE6aC210072,OHARE,18
0xEBd9D99A3982d547C5Bb4DB7E3b1F9F14b67Eb83,ID,18
0x362bc847A3a9637d3af6624EeC853618a43ed7D2,PRQ,18
0x76e222b07C53D28b89b0bAc18602810Fc22B49A8,JOE,18
0x7285b4c100cC351A7fc26604392D5f8335E7e76A,BabyFuku,9
0x83F20F44975D03b1b09e64809B757c47f942BEeA,sDAI,18
0x4dB84022f2f99394A1E91BEFf877A03706CB391F,BABYTROLL,18
0xaAAf91D9b90dF800Df4F55c205fd6989c977E73a,TKN,8
0xeff49b0F56a97C7FD3B51F0eCd2Ce999a7861420,FOFAR,9
