transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x8c0fb536140596b490932d2489126c0aa8786c1e8e5a774c8434a13c6a03d24d,97,0xc44b082920aee24c5de44e1948c5eb0bfc39e017ef15ac0315f9ddaea2583fd1,20500021,8688411,233856,,,1,936734573,,,,,,
0x8c1656c53cbefb102b6091b413b76d26ee283003b25734d91f3bdcb0e9e58447,0,0xfb082a963196cca106a2824fe8ac9a00f09584babcaf6324dc0bb3dc3bbdb38f,20500003,136695,136695,,,1,962551222,,,,,,
0x8c24ffe3dda6aa1759567365399ca5883a312151acf4219496fde9c3208da1c4,20,0xbd3d5c05fc535f3c9b86a1aa31db0c2e12ad46a3be3acc6c1d054aa9d0e5fd36,20500051,2127357,59649,,,1,2854232697,,,,,,
0x8c2a689bb04009eb57a15eac4837960f6953aa5119e1306a43b752ecb6d1303f,80,0x9e32f6d656b42947792a2a10177752df6550d481d6af4a1dae7911f77b19cec0,20500047,8155835,181203,,,1,923915709,,,,,,
0x8c37fbde89bb18b8c04470a0203f5549fa36dbbd8a052d9a35ed5cabbd8dd1b2,50,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,7252345,34779,,,1,3025947688,,,,,,
0x8c3b485ae52f2501dea55c9ea36f8477abd0bff5d9acf4122672720879af28cc,113,0xa94a9dafca0234e8503a7e8fd229e90686d98a4dd6597715f0b7d9330938cc7d,20500017,12593600,307862,,,1,1496016403,,,,,,
0x8c3fcb92c92084309e7e8d42c0b3b3a6023b4747a35ae3cfbb90ebe3044fdd3f,91,0x9e8f389093a2e0e6aac23cbb21d01422ac6cdab554297b080232c1c4435307c6,20500087,6434816,104033,,,1,1401381405,,,,,,
0x8c4818f0508f48915dc96f6a7f122d160774779a5fe8b9bd8ef0d34b9f7cf5b2,50,0x60613e93b9d7b7634e03400a9e9b98a057bfd64c3cea1cdb6a706fde1f478763,20500014,3553189,29995,,,1,2970129421,,,,,,
0x8c66abb362510a39dea64e2b74613896b13aa22318bd69a05e2871f0155526c1,122,0x60613e93b9d7b7634e03400a9e9b98a057bfd64c3cea1cdb6a706fde1f478763,20500014,9448080,218593,,,1,2970129421,,,,,,
0x8c73a9fbf170982f168c3542ea01ddc437c2c640881de539b10839c262626044,60,0x4cd3a9943339663a4de613b49a8eb06f24bf0326fc70131adc85ca511e3e856a,20500077,8110488,63209,,,1,1671170108,,,,,,
