transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x17e2d387e7f739843efee7c55c54c171a9e1423fba7fd02694217127d44911ce,136,0x0399f3396f956a349bb92fa2f1283e79d94e817a092c41e766461d22242dc287,20500037,14566871,243424,,,1,1042257698,,,,,,
0x17e3973e53fb9df276db21bc7d8c758a2de71182c2f9e4c15067021f97076590,39,0x0a6820d8d1916fae760945d4c8e6d710eab715d3fa5364099c5fc23d58d4d7cc,20500015,9991961,41297,,,1,2983704207,,,,,,
0x17e704e03ab1433b68aa2537edf604479c9790a569642da2b9f831d4df69e5fc,49,0x36596c7876c3f4dd03755866355067754f969c3aaeceba3453efc90f5d32b7f3,20500073,26283532,39446,,,1,2760011422,,,,,,
0x17f043d16610af87dd4e2c03889988f3061d3f9e43948f9d8cde45756b209ce3,91,0x6e198629b9bd1748efd348365c8afe79869150d6881641c49b0afb403b517fe2,20500068,8552138,31799,,,1,821750134,,,,,,
0x17f6ee614933c7a1f5a6bb0a9c89ef4863acb27485a5018de36d4ec9e9f31cf6,35,0x67315cd6cc4a0e3bff3e151b812fe741b75fd5158c7b0969f1b3ef656fa96f41,20500007,2240540,116219,,,1,1841977908,,,,,,
0x17fc6c9771330a86d40ccb3f31e1d061e4a3ca5897804cb9bbeead50238fc736,11,0x7634bd3de70f62826add0df523c78718cd6ce87d7e8dd01aa176d11977c058ee,20500090,2022146,144670,,,1,2833637123,,,,,,
0x1806bfe3d61dbdc963d658fca63d317a85d2585aa3b945d6b1373d06fe9da097,2,0x3265e5d1a36129078efc0aa2e7994e7748db4828edc61502e92697b15d21e54c,20500025,265919,46109,,,1,5000000000,,,,,,
0x180c2acd2946994da8e632c4c44960024ee17bfb8ff96b567b300864b97badd2,43,0x31858c460804d5b985d69ae2228720029aa3b1df194aebe7750ef25ec20ec1ec,20500063,2990947,41309,,,1,2000000000,,,,,,
0x1813242c6bef693a9dc0edd936a2ec73ac2ff2699b3ac97662e4672622fe8184,105,0x45e6ea3c7d63b7242977aeee6ee2c2b46dfc4f3b6540dc70afff93a7014013da,20500020,6188716,253531,,,1,1926038506,,,,,,
0x1818829317a67f8665667bf8ce7c531789a8fe4ce15713b13fe87db1fd7bf821,58,0xcb8ff0f63df7b35cac73b13e382a6faaa5efcabbcbfa1a374d1906566fa43bca,20500045,7872450,152385,,,1,1804766507,,,,,,
