transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x5127adbff609a27c30a56563dfcd2c358f2e5c20dc2ab130ab58d95e16c593b3,6,0x47fab5a15da95a027d31b4cedf7d61878804b08e356c2c5601e495bb6c2128aa,20500098,1556712,156473,,,1,10997597182,,,,,,
0x51311fd3bf3ae261f909f0a955df60cee4fe1e8eeff72bfbdb6975d3b0250728,48,0x4a9e6225665070317d19f8c10b8f57413fcfaff55a1a96334c4a519b4e99e865,20500093,24104673,63197,,,1,1649830389,,,,,,
0x5146050dfd9771d018903437a0abe58e1a7716caba2158cad34e5140ac8196d3,3,0xb48b09e92dc7345048955fcb1ef6824a1e334d195d598e919dbfcf4e4e509b59,20500074,859243,263185,,,1,913213706,,,,,,
0x5146efb4fe1e8ccd8c9957396151273843fefc0edf831b7626ae53cfbe3828c8,10,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,1677662,107576,,,1,9531896820,,,,,,
0x514af625f49dbab2129c944c6ee5dfb243623c8c66a9b7967c29801a15affecd,69,0x44e01ed29d395f107abfffaa6f8c06cf49e88403f7e62be880c8ebda6416ce52,20500041,8029122,244320,,,1,2971002127,,,,,,
0x515ddb0bcd716dde13f6458d35ddbf624f440d7c1416f805e6ecb8db80126775,29,0x44e01ed29d395f107abfffaa6f8c06cf49e88403f7e62be880c8ebda6416ce52,20500041,5432889,190558,,,1,1747190444,,,,,,
0x515f84b6df9259cfff64057461910e4c53aec99a4ec6c52c4534db1b262bcd6f,73,0x890c5e37c0bfc4cd1e3e5b638af2f594c29f4b9278a3ba0696ad987dbc548e55,20500082,5746244,195907,,,1,1814406422,,,,,,
0x516946e158341f65130d922eb61e31a43477c210f60ae928118bc7c39202aa33,141,0x21828009a8206975b00a6f96973450afdb0d53e98d96ef17c1a6a273b3d48d40,20500011,15968905,356257,,,1,1903775824,,,,,,
0x5172db3c7699bf438bafba394819fb92c3e678f49b1b28479e8b5c3f3202be40,107,0xb078220325ef74b1531613f9f5cadae51f2408f99353c53ba9db8c2d533afb87,20500048,10574735,202203,,,1,1770254395,,,,,,
0x517960314bf58ebe693e794df09a741339b3d4d8f4fcbfc2e916657fe9e6d4cb,45,0x3819e1738fd0254e1d5e6efd8e1c7db2d89a1f58fb82c923f30d26ebcd6b3ba8,20500052,2426676,26909,,,1,1805281415,,,,,,
