transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x47252872d2cf9fcfb8f48cbbcef0a09b80e410764b89e917e2daa8f5c8be84b0,13,0x2bfa0a240099d452853e30db4bbf9fbfd49ca20e664e0f8f9b8f546dd1cb4e6b,20500095,5535208,274933,,,1,12004315762,,,,,,
0x472f1a90f8f9e79f181c74d9483dfc29ccffef6c72712c0eb9bf6c4672261c51,38,0x27648277ef2346a41f720ce082ae87893d063bcd2b1af141079abe202d76420f,20500066,8018562,165051,,,1,1803130643,,,,,,
0x474253dea66ea04a156c6e55bc3a34b1ee0b67647eb843484d6648a0ed22418c,90,0x91de71290a36a7bc38848f1b092b6fa1df15d4164be04968e89f85a802ab8ae3,20500096,12265450,46097,,,1,2002234611,,,,,,
0x474d877169a3d80b683718c64fb42dbe9712aac181eddf35cdc725c839d2a8f1,25,0xee378fb6c03c43c5ee08110e62def7f4b400a810bf68a27c8eda3b5471cc42ef,20500062,3021756,46097,,,1,3000000000,,,,,,
0x4756c3c6f54bdb01017e8259c5a1da815a4ad30d592740983b430150bb733dfc,133,0x2ccba281c8ad68be383bfc7eca318d9de9650fdde69912b0ae4cfec9c5a6de89,20500069,28872226,46109,,,1,2782098997,,,,,,
0x475853270bbfa6acdd5796f5a4c9ac82968d8d77678772deaef8eddf9559697c,18,0x7519808ac40e772b1c42b7b8c1f06074a35a4863e1d2e735c8d444f92f1717e9,20500023,4196837,175083,,,1,2883570576,,,,,,
0x475db7bb251076f0d644d06b348bb5934622defe0d83637de84f03aa84b73345,52,0x2ab906c0f68588e654415251f7ca0482b58e69efa0720e7eef40ccc76ef17f64,20500085,6272202,152500,,,1,1443589301,,,,,,
0x4767390548fc5f08d62d826c906ffda053e49134c185325b7b015dafaeb166f5,17,0x2ccba281c8ad68be383bfc7eca318d9de9650fdde69912b0ae4cfec9c5a6de89,20500069,1484597,58409,,,1,3782535265,,,,,,
0x478600ec3d94384127918a3a6636d830e75d01ffd7b870d9e6f22fda4d762bd8,45,0x0399f3396f956a349bb92fa2f1283e79d94e817a092c41e766461d22242dc287,20500037,6846776,117539,,,1,1909198809,,,,,,
0x479119ec91c90d2f09a229a0efe21e73044333d1b82d14d712306674079b2e81,87,0x44e01ed29d395f107abfffaa6f8c06cf49e88403f7e62be880c8ebda6416ce52,20500041,9047207,43694,,,1,1971002127,,,,,,
