transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0xa534e10e35d0ab7173ecedc7ac4e44011d69fd28bd858acfc5a77457ca119b24,139,0x31858c460804d5b985d69ae2228720029aa3b1df194aebe7750ef25ec20ec1ec,20500063,15560277,46650,,,1,1748156129,,,,,,
0xa53a5f26324cfb35c1354e3ca384a066ca794991bd538add5bac244a10b12984,135,0x60613e93b9d7b7634e03400a9e9b98a057bfd64c3cea1cdb6a706fde1f478763,20500014,10418609,80662,,,1,1562504789,,,,,,
0xa54125c76d2e5463ac4725cdb79d5fadf0a99e2cc62521cae02cf5a0dc5ec141,2,0x94b2bd449af2ba0dcb83b6e1dfadea052a9d4f33b64c0ba3d5a072c1ecb90c3e,20500009,809584,108557,,,1,17220424076,,,,,,
0xa55695e7864a4a491b8586ebc4f417cd961df186d3aa105fb43a7a3b37d20462,174,0x27648277ef2346a41f720ce082ae87893d063bcd2b1af141079abe202d76420f,20500066,17530796,101619,,,1,804130643,,,,,,
0xa56c329619502de44b5436d7d8424dcc3b31130815f693243edf2f08f4eaf92e,12,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,2205845,366452,,,1,2605000000,,,,,,
0xa57038819788e4035db7b03c1121504f959489e259ce3cb1517a0c54e8af080b,115,0x5c9b08a4867c5b7ffa18886ee8a32e99586ace8750ebceb39a130f95eb406af8,20500055,13811785,117527,,,1,837927839,,,,,,
0xa5752aaaad0612d27a526820e3506a80036dfff620e591e003daa205f4f9f38b,51,0x9e660c8d1a11cac8d171a07ef438a77b71ea2d06ea19c8193f510a5f7fd140ce,20500053,10176892,75228,,,1,2786094137,,,,,,
0xa5770d96206a1136d8f595fae9a96d5845f645093ad9cf0f537e1b60dff04247,34,0x1c8d539c4611224b1532a3defc0d6971787db2dfc15d62401fcb00e14a671a7e,20500013,9120737,153572,,,1,1878764875,,,,,,
0xa57c550ffb447b469dbcd56b83674109537ea003e6bdb640a566f39724e29298,239,0x1c8d539c4611224b1532a3defc0d6971787db2dfc15d62401fcb00e14a671a7e,20500013,27248394,172558,,,1,879764875,,,,,,
0xa58c72a2748c1a0a1fc85685cb6f2f6a284638aedcd16e99b388c991c62bcc6d,34,0x47fab5a15da95a027d31b4cedf7d61878804b08e356c2c5601e495bb6c2128aa,20500098,7628675,62248,,,1,2998597182,,,,,,
