transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x4841a82a145d3b03c08dbc98419fa9ebc38885f4d43e22a6f371a75cae9298a2,110,0x7147d96726b4a68091281bfc8c38459eb2fa4274234b09e73fc5c68221c73976,20500040,9670793,46900,,,1,1013648124,,,,,,
0x4842eea2f9dc09fe8bcaa627a863c01641db8f7fa2c7feb60adc6ac377855104,56,0x9e32f6d656b42947792a2a10177752df6550d481d6af4a1dae7911f77b19cec0,20500047,5272477,58409,,,1,1863915709,,,,,,
0x4860ef4e4eb071d2cbc68e988cf11355c36b79d2bfb14339e201ca3ad6a2e236,1,0x21b58599e95e181e6e2ea8bb5e5c6e63b27a92f85b57c1d44be626809fd7ce40,20500005,556321,177830,,,1,2902346466,,,,,,
0x486df210b3800395ee6d3cdccc503f540cf652ff2071fbf1bc34a1ebf09c9635,47,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,7094450,299462,,,1,1513972126,,,,,,
0x488566f2216a9ac4ab0235c011788e105c961a86bc371bd089b8d6ddb0130741,41,0xe5cb0fa2fcf1f16ddabd1da0021d3288953d947801a05b43ea6f96505f2f44e8,20500050,6477264,140577,,,1,3814130126,,,,,,
0x48939da1d4e3c965ece368ac27db99bbca7c77a2d68eeb3073e33c5c5a84830a,17,0xe1a8d8bee3393cfd629d73b57ce5b19b46f848ca2d8089404b85569fd5406608,20500056,3913810,166280,,,1,2839702427,,,,,,
0x48a5a56556cd5277fd7531426b989beb450d0c05889c00bea8f5b942480a7707,50,0x4cd3a9943339663a4de613b49a8eb06f24bf0326fc70131adc85ca511e3e856a,20500077,7110919,139521,,,1,1474399055,,,,,,
0x48a9f838c2d4cbc8d6f46ff234b1295b310d230159e987c2e9ebd7dfc02a12aa,147,0x91de71290a36a7bc38848f1b092b6fa1df15d4164be04968e89f85a802ab8ae3,20500096,14686172,114679,,,1,1002234611,,,,,,
0x48b3b185e6b52bb11292bb675cb0e2990daf8dbabed5eea22a3b44c1b762384f,7,0x7808e982ad8ed0eec3054f19cb6d09787284abb4492dc3879da7982ba3f0818d,20500086,7072814,155169,,,1,5000000000,,,,,,
0x48b7eb2ed90d8ff8344771a611513ffa22cb824d01f8ed10a2b3d35f310ca5d4,160,0x0a6820d8d1916fae760945d4c8e6d710eab715d3fa5364099c5fc23d58d4d7cc,20500015,15456780,84805,,,1,1055717850,,,,,,
