transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x1b1caa7f3017ca204a5e5503c9960deb4c82b03b24b5eab83df350a2b38d5c5a,28,0xf4df9593744e629c454b0f9e577b2425ca5ddb63bd06a57af52d1b477692267b,20500046,6186429,328712,,,1,1807994006,,,,,,
0x1b26ffc8785c7db20830b1ce425af77c4158c01ac2a09a688d15f7cd4801bd70,25,0x619bd1de426342a91c6a98c4cd550d2cb40a01bfe6f2804284b4a221c1353091,20500097,2752752,105180,,,1,3092418074,,,,,,
0x1b2dc6b0973b384c08070787e9b611c0196714aef1497faca444229990b64edf,38,0x0a6820d8d1916fae760945d4c8e6d710eab715d3fa5364099c5fc23d58d4d7cc,20500015,9950664,34127,,,1,2983704207,,,,,,
0x1b2ff74548f45c7d4d65c78df5277556a3f06848169f88a41e085db762a76985,117,0x9fdbbd305c54f450cb3b020c7e68a7b941696b6904ad903dd1fec84fa69e9ddf,20500080,11166575,63209,,,1,874677200,,,,,,
0x1b3805c9497534641b8a1b16069481afeb2b988a8e0322ca747d2fbd5389f20d,20,0x2e9c2ba9434ef65a97274d93dd5146f1db1dc17b492ee9eec1c431184657bf7c,20500000,695180,34684,,,1,2000000000,,,,,,
0x1b416217e4c3f262e3201757355437cc61121d5035bcaf3deadac74db263f757,64,0xeebfa9ed82a57ed79f0a88686af976c1e09a7092cba401dc66a313a6c74ace13,20500036,11244789,166280,,,1,1926686954,,,,,,
0x1b4570f3fac0cce110793a54baffa253af04340581bd2f1ba27a4c60a383369d,63,0x9e660c8d1a11cac8d171a07ef438a77b71ea2d06ea19c8193f510a5f7fd140ce,20500053,10714506,41297,,,1,1949229759,,,,,,
0x1b4a3ee0dc0d435817d6b9b3d27e8b54c8e008229ab9b01f6965fcd3a393dbe3,5,0x5f14a36d0dcb6d40f7823d8f14c36d7b5433b357a7a9ae753e65f17717464aa1,20500008,1106060,109190,,,1,2824018511,,,,,,
0x1b591e6aa38c43ab0871ba94100f8ffb280e1e12d4e352deb953df4b3a3f65bc,123,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,12393468,197691,,,1,3025947688,,,,,,
0x1b5fa093e7c30d6e2667765e7cb75f5e1c783c3b31726482f0fd98f8c0106d67,114,0xff1df54c8021102af748fc1780f12928c3139419ded8713f79b09b0a147428c5,20500028,9039548,134081,,,1,994630371,,,,,,
