transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0xfcd7ba443bb53ac4a48e2d733d43178acaee9302a3ef3a92587f3a4faf9702c6,83,0x7668681947b69e1405375c9206d0e78ef2d8e4b3ecbc76999ef1e82d2a4c2e9b,20500075,8349487,117527,,,1,961643258,,,,,,
0xfcdc112e84b968dd9537481dc7206411ffd85540a504bd0bf8ea42f4fc72fd61,134,0x890c5e37c0bfc4cd1e3e5b638af2f594c29f4b9278a3ba0696ad987dbc548e55,20500082,12762280,181563,,,1,815346422,,,,,,
0xfcf216d8aa15e2d2bf19ced4bd372abd6241a1345046b06022afe3d8baeffed0,232,0xecd84828bf5fbcbf2456ee1a39152fb82a209b0ad2da72cf9ccd359eb46d89c9,20500061,17646476,228345,,,1,1754536103,,,,,,
0xfcf7a6c4019cd1b53d0bdfafe77f8be040d10fddebfcd7ff47d9ecc923d66c5c,143,0x88e87143dffdd7eab2c1f80dedab795c0244629384a88e9c290f978c6bd6a81e,20500024,15408988,373865,,,1,932626656,,,,,,
0xfcffeca942ce7ae9d1d984c24b397848e9854ac01a361a45fe5c246a8981be48,20,0x129bb377d8ebb9bb0a6c72036a3069f798c55da0c62b29e50658c427a86a4e47,20500001,2120162,155777,,,1,3868501007,,,,,,
0xfd0dd4c529d310fd6b06749dbf8ecc98f1075a6d3273beca85efc63546df6737,40,0x0a6820d8d1916fae760945d4c8e6d710eab715d3fa5364099c5fc23d58d4d7cc,20500015,10033270,41309,,,1,2983704207,,,,,,
0xfd0e1d3d3b85f404d0c5f92a7a1bb04c44be7d29f268ab38243f38ce952c3683,51,0x890c5e37c0bfc4cd1e3e5b638af2f594c29f4b9278a3ba0696ad987dbc548e55,20500082,2747631,56582,,,1,2814406422,,,,,,
0xfd119b031af1b63de534dba297017c0e9e1ee738c2c4d3e2f0abbcbfdfdf5f22,7,0x6ef5c05a70c50ef9c27739433a6550de3bd0f8a9e21fdf087b80cbee1b89cc0e,20500026,5083223,127795,,,1,2132486544,,,,,,
0xfd12eb3e7f287fa7e31160b3e1b4f411952bb0db57ab0f5c1c81877fa72d1828,4,0x91de71290a36a7bc38848f1b092b6fa1df15d4164be04968e89f85a802ab8ae3,20500096,899504,176271,,,1,31002234611,,,,,,
0xfd1b7490f57e1ee05924eaf36dcb28b3a3952c52662b5a592154d9583f77f142,47,0xe9c142141a691de85f3c95a611435efc30817a6b9b8b3c01513934da16c6cff7,20500089,5832278,32511,,,1,1000000000,,,,,,
