transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0xe2864200ee8e32f59bd400ac4a239a4156bcb8a58f6558b1b38ea3518d8cc404,80,0xff1df54c8021102af748fc1780f12928c3139419ded8713f79b09b0a147428c5,20500028,6686701,99680,,,1,1582448569,,,,,,
0xe287144e0ba74a75426ea102e236a60eb5019a67a04816dc6eeaf67f44022217,96,0xe5cb0fa2fcf1f16ddabd1da0021d3288953d947801a05b43ea6f96505f2f44e8,20500050,11920326,167759,,,1,1719518442,,,,,,
0xe28a78ff2b628dd2ea78c0776466df9e32916f73891f22473c7a112ce9f693d5,76,0xbd3d5c05fc535f3c9b86a1aa31db0c2e12ad46a3be3acc6c1d054aa9d0e5fd36,20500051,6435241,198356,,,1,2288165443,,,,,,
0xe28f64a43b898d30d90d309436b4bbe6e32ac2852bff7fd39d8952e5d26dae8c,7,0x05f442287c474b783abba53ab979a2e6af7a3bbd8f4497513590289cb0ff877b,20500030,1365676,236866,,,1,4928452672,,,,,,
0xe2b47951db9aff79fb2a46cd50e198f1706d90c04d0fa4e8f539b890ba69b6c8,87,0x4fa5be79bc685bf23b14823a8e7fa93fd31a0928239b68d588dfa693b14d5dee,20500035,7238968,172769,,,1,1688842405,,,,,,
0xe2b7112cd19160414cbc2f4f406b64010d8b7814b7dab962e4cc6012caabe61b,129,0x890c5e37c0bfc4cd1e3e5b638af2f594c29f4b9278a3ba0696ad987dbc548e55,20500082,11928719,134679,,,1,815406422,,,,,,
0xe2bbfa207c10f7501de930ee7c4b5666f091c303a3f1741cc9bf324030e9b264,58,0x31858c460804d5b985d69ae2228720029aa3b1df194aebe7750ef25ec20ec1ec,20500063,3833549,62260,,,1,888592797,,,,,,
0xe2c53676c35a3f1c0437fe74d9c68cac71a5dde15064a0fed0383d459b948d3e,39,0x91de71290a36a7bc38848f1b092b6fa1df15d4164be04968e89f85a802ab8ae3,20500096,8003494,173754,,,1,2100537222,,,,,,
0xe2d073a42d381f7e67fcfc755e017c2ac6544e8733fd75d5a96d808cfdcec653,199,0xe5cb0fa2fcf1f16ddabd1da0021d3288953d947801a05b43ea6f96505f2f44e8,20500050,20713990,56265,,,1,2814130126,,,,,,
0xe2d489928fb4655d3f9827cae37a351951734bf81636b29513ebbef303b9f1d8,5,0x9f8ae3e10e3715387953f44b1deffbb5a48f077a2b78f87025dbf5a3d097073a,20500081,1314114,331571,,,1,5504662002,,,,,,
