transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x9b1419b09522a175c9f39babb2be40f532df7a0025fb8ebf6a38524a4c8748e2,118,0xa94a9dafca0234e8503a7e8fd229e90686d98a4dd6597715f0b7d9330938cc7d,20500017,13731305,198275,,,1,1903641035,,,,,,
0x9b2aa9228c958872356bb11b1536c8b4ed9f5467c3340028e4d2ef9b79623ecd,28,0x2e1b17407721f337bcf23aa58db404d65e5e98a81aac84fb4079e9fca07558b1,20500022,2632345,43706,,,1,2882977003,,,,,,
0x9b312405e4d5b0c82985e66604922f841373f2c8870ae58c2d14400fc4b3ba59,36,0x515a681d12c064fba84897ab0d6c66d833365abade91c27f54e6ae7121ad6a2d,20500060,2014614,40360,,,1,1770847252,,,,,,
0x9b37914f5260a9fd8660330b68a1f3da2c1fd6f8c234c90edd149c8e2f9096c7,5,0xac46bf7a8443b1c0cfb750841184e8f49d59a9c2d66a7cab9bd8e901feb4d82b,20500057,1145832,337759,,,1,1994094991,,,,,,
0x9b3f2e53c269adefc00d4411808087af28c74cb5bea213e6411d15807a88104f,27,0x1382b01cdcdff7ddf03ab6f5b8d5731e52e7dfe72ed3be15bcefe7ec6fdda3f9,20500092,2501948,41309,,,1,1802807609,,,,,,
0x9b49ff5f65f94c03e7b84882da85b57cdd4c0350d991eee01b35841c3ee7a679,114,0x07da6173852661a7f2ff621fbd4abcbeb9ee3924186e4693417dab4292241401,20500094,11921272,46109,,,1,1744339689,,,,,,
0x9b4e4b6c11d3eeda6edad8427e1867f653e2d74ed4b2d9823df787bee3f00d73,12,0xc44b082920aee24c5de44e1948c5eb0bfc39e017ef15ac0315f9ddaea2583fd1,20500021,1568047,129010,,,1,2946734573,,,,,,
0x9b76b11790c4478e58fc1cccfd395d05eb50c98e54c64bf845333fd03a51ebc2,112,0xecd84828bf5fbcbf2456ee1a39152fb82a209b0ad2da72cf9ccd359eb46d89c9,20500061,5616625,151544,,,1,3754536103,,,,,,
0x9b84bac15ba81e8f544df12490b572993c2187ba78f23c24b0f88e4e0046d015,16,0x6c804c46949f808f66fa0544cc086d027f2dc5f29d07b82945bb9108c3c754be,20500070,677908,63197,,,1,2878556895,,,,,,
0x9b8500ef48cea2544adca45b1805c3275d2eeb553eae703f924a650c02aa51e7,32,0x12d237fc4ea15b275f15a4adee3122aae41ea2dfc376729ca04befa02dced8c4,20500091,5931219,123456,,,1,1337909224,,,,,,
