transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x3766199bb05532b8e45ec012ec5d69610b13a7635256b92063cec367fdaf3c00,83,0x07da6173852661a7f2ff621fbd4abcbeb9ee3924186e4693417dab4292241401,20500094,9444756,385261,,,1,1016946914,,,,,,
0x376c3af512c8126254ed3e4687e616aa3d603b6295bacba266f0a4b579e68d1f,124,0x2db8507998245cad5b850423e38d1e61c97291b6d8a2e67614ce402848905c8c,20500099,12444966,51498,,,1,2425947688,,,,,,
0x3787e258e4ea150cfb55268aef42e1511948f3be52ffe1748f4ee4885b67b957,8,0xfb082a963196cca106a2824fe8ac9a00f09584babcaf6324dc0bb3dc3bbdb38f,20500003,1582089,119529,,,1,9234290149,,,,,,
0x37a5ea1c568849e31db9742abdfcd819e340df9273b479cb0c3bc866fbe6e445,42,0x21b58599e95e181e6e2ea8bb5e5c6e63b27a92f85b57c1d44be626809fd7ce40,20500005,7344230,41309,,,1,2000000000,,,,,,
0x37ab9d5926075b04adc86e936170be995886d8db74ea4857fe5f51e5d6f9facd,214,0x60613e93b9d7b7634e03400a9e9b98a057bfd64c3cea1cdb6a706fde1f478763,20500014,14424253,41297,,,1,1030129421,,,,,,
0x37b4acc6e4219d1dc530ac93f4a42657170049fe416be9a719cf9701a8963553,20,0x7519808ac40e772b1c42b7b8c1f06074a35a4863e1d2e735c8d444f92f1717e9,20500023,4540711,168844,,,1,2883570576,,,,,,
0x37bdcda7cf20442f490237cf8112d690c85935b05606c39fcb183596ed5e1801,10,0x94b2bd449af2ba0dcb83b6e1dfadea052a9d4f33b64c0ba3d5a072c1ecb90c3e,20500009,1704181,105180,,,1,3111221000,,,,,,
0x37c73c42b09562a5063d71930bc4bf2214ee6bd3067f61bf617795def4565ee4,91,0xb48b09e92dc7345048955fcb1ef6824a1e334d195d598e919dbfcf4e4e509b59,20500074,26435564,164331,,,1,2854951687,,,,,,
0x37ca5ed10318173d934f038e6eccd81f302509273cdb966a5f1e28d90bc6dfef,28,0x91de71290a36a7bc38848f1b092b6fa1df15d4164be04968e89f85a802ab8ae3,20500096,6419817,364657,,,1,2002234615,,,,,,
0x37cb909cc1978e56415232634ba32c1fb643ff1161f1b0911b35ba017891b352,58,0x0a6820d8d1916fae760945d4c8e6d710eab715d3fa5364099c5fc23d58d4d7cc,20500015,10695564,41309,,,1,2983704207,,,,,,
