transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar,blob_gas_price,blob_gas_used
0x0c43d5ae9c138995bf046b908a697d871e41fc1426a6f0f065fd064dfb8985e5,8,0x2bfa0a240099d452853e30db4bbf9fbfd49ca20e664e0f8f9b8f546dd1cb4e6b,20500095,4823205,171512,,,1,391979058631,,,,,,
0x0c4d9b69564abeb649cc7ce2fb71cd734b213fd641974d6fd8f5ba86e234f214,119,0xecd84828bf5fbcbf2456ee1a39152fb82a209b0ad2da72cf9ccd359eb46d89c9,20500061,7655449,164680,,,1,1692230260,,,,,,
0x0c52054f4b2348aae85464edef0a264206210a7635465ed6db8b337ebb64a459,55,0x3782bed52c2f4be4f0c79ec3bb1c187732c4c7b7c5796c0cd109435f69ec23df,20500059,8275876,63209,,,1,1807458292,,,,,,
0x0c5ec31be7f43656968f65bf41a81cadbd70dd8fbb1369b6d78018ff093e6992,98,0x28232ca6a222b19c0bf059d5690254dea5103bbdc8995c4bd7bdbe5e8ccb1f08,20500002,10381167,46097,,,1,1976521905,,,,,,
0x0c664d60767e39bd5b8d869129e63314a310b162381c72765a4e3f62c7d1311b,109,0x7668681947b69e1405375c9206d0e78ef2d8e4b3ecbc76999ef1e82d2a4c2e9b,20500075,12012558,303817,,,1,961643258,,,,,,
0x0c6ceed98a3b10f0e984374dc4414cefc84333b38e0d600adfa072dfa69bbf27,87,0x8af0d64fdca44e4fb2d4418f886f3966c538a147e469cd60d6f01e241d5824cd,20500084,5842122,62272,,,1,1466692271,,,,,,
0x0c6fc6ecfc43c12caf110daba1aae57eb097594e88f860e02c02abdde32b5ad7,88,0x9e660c8d1a11cac8d171a07ef438a77b71ea2d06ea19c8193f510a5f7fd140ce,20500053,13186388,123456,,,1,1723788294,,,,,,
0x0c8f702d04547b17863e86ff81d8aa6c01fbbf2c2a2aa3959f70918d121f02c7,88,0x9f8ae3e10e3715387953f44b1deffbb5a48f077a2b78f87025dbf5a3d097073a,20500081,10960208,229125,,,1,2815904538,,,,,,
0x0c9a551353ac4c0368933099b48fb58fa19f373e47411593e2ed2d51e65f4f40,103,0xff1df54c8021102af748fc1780f12928c3139419ded8713f79b09b0a147428c5,20500028,8304702,61227,,,1,1024630371,,,,,,
0x0cb65a3a39eb846a98a7d8dac8dc2e40f9a44fe0a1306f6358b2b76e2ac6ef27,142,0xe5cb0fa2fcf1f16ddabd1da0021d3288953d947801a05b43ea6f96505f2f44e8,20500050,14352584,116380,,,1,815130126,,,,,,
